sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	amCD19_1to2rep1	amCD19_1to2rep2	amCD19_1to2rep3
BRDN0007692950	Sec14l1	1327.2195737543104	1365.0317472801942	1257.5626429753695	3035.357745764931	3193.188292684657	3315.02719022923
BRDN0007692949	Sec11a	976.9043323886847	1003.0343778357228	938.8086348581649	2069.5188889853603	1904.9492389835507	2359.432428112632
BRDN0007692948	Sec11a	1812.3564537527634	1673.1604605573336	1825.257101235982	1085.6180850809744	1048.4073149801557	1077.7532677892357
BRDN0007692947	Sec11a	2200.2449386718	2110.57394863607	2123.8019215186664	1985.8635549335866	2142.8231675924935	1907.2489272760147
BRDN0007692946	Sec11a	2073.158967829381	2159.0557391866687	2231.278056820433	1623.6739836412473	1581.9105705022703	1560.4763950440122
BRDN0007692945	Sec11a	1359.2673403145727	1421.0551496942196	1447.712728509264	924.0111897536841	835.9849178273137	928.0105834163254
BRDN0007692944	Sec11a	792.3534008175192	761.7027982060752	815.7163089569965	465.80811006101356	443.44399036975767	467.9458886653445
BRDN0007692943	Sdk1	1922.865993615737	1803.522608482277	1903.338054232992	1933.5789711512277	1975.43040301583	2028.4222837093566
BRDN0007692942	Sdk1	1716.2131540719765	1787.3620116320774	1733.3971565336176	2980.2212755944443	2979.786990475811	3028.348761594251
BRDN0007692941	Sdk1	997.9011449626496	1023.504467179309	1208.8768722831164	751.9473776699219	707.7483554908054	728.0252878393466
BRDN0007692940	Sdk1	1453.2004491981	1558.9589094825897	1597.4444383741181	1595.1551197599608	1910.822669319574	1832.3775850895597
BRDN0007692939	Sdk1	1281.9106624104913	1158.1761075976392	1198.7722783658564	1347.0410039927679	1389.066274469506	1366.401994902806
BRDN0007692938	Sdk1	1007.8470035503173	1090.3016008268007	1043.5289718188603	1560.9324831024169	1550.585608710146	1403.8376659960336
BRDN0007695109	Sdhd	882.9712235051574	976.1000497520567	1013.2151900670801	495.27760273834303	555.0391667542	581.2380511843227
BRDN0007695108	Sdhd	1295.1718071940481	1327.3236879630617	1170.2956955081233	740.5398321174073	759.6303234590109	689.6044675068235
BRDN0007695107	Sdhd	1631.120808377487	1572.964760086096	1786.6759244609889	1296.6576778024948	1183.496212708691	1209.7632658548275
BRDN0007695106	Sdhd	1110.6208756228825	1048.2840490162816	1020.5639856432692	640.7238085329044	621.6047105624639	661.0351395672551
BRDN0007695105	Sdhd	1058.681391887285	1222.8184949984375	1152.842306014674	654.0326116775047	763.5459436830265	786.1490929577789
BRDN0007695104	Sdhd	1161.4552639598503	1216.3542562583577	1339.3179937604739	1551.426195141988	1506.5348811899714	1598.897215376535
BRDN0007692937	Sdhaf3	1339.3756231392374	1348.8711504299945	1345.7481898896394	815.6395070047952	808.5755762592049	819.6441670938245
BRDN0007692936	Sdhaf3	1426.6781596309863	1244.3659574653705	1343.910990995592	1097.025630633489	1015.1245430760237	1005.8373733206669
BRDN0007692935	Sdhaf3	822.1909765805219	984.7190347388299	851.5416873909187	213.89147910964908	192.8442960327644	175.35656459459227
BRDN0007692934	Sdhaf3	1894.1335132513639	1841.2306677994095	2041.1279712865385	2115.149071195419	2031.2279912080512	1996.8975080519017
BRDN0007692933	Sdhaf3	980.2196185845739	1005.1891240824161	1035.2615767956477	305.15184352976604	259.40983984102826	341.8467860355254
BRDN0007692932	Sdhaf3	2045.5315828636374	1877.8613539931953	1949.268026584174	1689.2673705682064	1652.3917345345496	1770.3131830139455
BRDN0007694425	Sdhaf1	727.1527722983649	804.7977231399409	703.6471764201118	500.9813755146003	464.97990160184304	483.7082764940719
BRDN0007694424	Sdhaf1	986.8501909763523	868.3627374173926	897.4716597421009	821.3432797810525	741.0311273949372	825.5550625295973
BRDN0007694423	Sdhaf1	1309.5380473762345	1213.1221368883178	1235.5162562468022	713.9222258282065	682.2968240347044	738.8619294715966
BRDN0007694422	Sdhaf1	1533.8724132980706	1484.6201639716714	1471.596314131879	1247.2249804082649	1184.475117764695	1188.0899825903273
BRDN0007694421	Sdhaf1	1108.410684825623	1217.4316293817044	1038.935974583742	901.1960986486548	974.9894357798646	925.055135698439
BRDN0007694420	Sdhaf1	955.9075198147198	887.7554536376322	992.0874027855363	529.5002393958869	584.4063184343164	539.8617831339133
BRDN0007696360	Sdcbp	1205.6590799050396	1386.579209747127	1036.1801762426712	576.0810504019883	479.66347744190125	536.9063354160269
BRDN0007694419	Scyl3	1477.512547967954	1631.1429087468146	1415.5617478634365	1399.3255877751265	1402.7709452535603	1428.46639697842
BRDN0007694418	Scyl3	2199.1398432731703	2126.7345454862693	2008.0583911936874	2410.7946267647562	2667.5162776105735	2723.937646651953
BRDN0007694417	Scyl3	1448.780067603581	1554.649416989203	1439.4453334860514	1234.8668060597074	1387.1084643574982	1453.0951279608066
BRDN0007694416	Scyl3	1465.3564985830271	1446.912104654539	1693.897380311601	1665.5016506671343	1809.9954485511744	1665.8873636486264
BRDN0007694415	Scyl3	1334.9552415447185	1461.9953283813918	1363.2015793830888	1184.4834798694346	1130.6353396844816	1148.684013018509
BRDN0007694414	Scyl3	1876.451986873288	1695.785296147613	1686.5485847354116	1871.7880994084403	1827.6157395592443	1962.4172846765607
BRDN0007696424	Scrn2	1539.3978902912193	1580.5063719495224	1630.5140184669694	1047.592933239259	1030.7870239720858	1083.6641632250085
BRDN0007694413	Scgb1b2	941.5412796325332	966.403691641937	1052.7149662890968	184.42198643231967	187.949770752745	219.68828036288807
BRDN0007694412	Scgb1b2	1040.9998655092093	993.3380197256031	1028.8313806664821	444.89427654807014	614.7523751704367	515.2330521515267
BRDN0007694411	Scgb1b2	1431.0985412255054	1177.5688238178786	1412.8059495223656	1274.7932154935086	1435.0748121016882	1288.5752049984644
BRDN0007694410	Scgb1b2	2430.1047815867846	2675.1174652697096	2493.9974986691955	2064.765745005146	2163.380173768575	2189.9867589538126
BRDN0007694409	Scgb1b2	2195.824557077281	2290.495260234959	2342.428589910294	1984.9129261375435	2034.164706376063	2022.5113882735839
BRDN0007694408	Scgb1b2	1642.1717623637844	1590.2027300596421	1649.8046068544659	1900.3069632897268	1909.8437642635702	2081.6203426313114
BRDN0007695961	Sbf1	1797.990213570577	1678.5473261740667	1661.7463996657732	3264.4592856112668	3086.487641580234	3409.6015172015946
BRDN0007695960	Sbf1	1536.08260409533	1498.6260145751776	1589.1770433509053	1358.4485495452825	1459.5474385017853	1478.7090081824888
BRDN0007695959	Sbf1	1867.6112236842503	1940.3489951473005	1957.535421607387	1373.6586102819685	1525.1340772540452	1422.5555015426473
BRDN0007695958	Sbf1	1485.2482157583622	1247.5980768354102	1410.0501511812947	1092.2724866532747	1148.2556306925514	1150.6543114970998
BRDN0007695957	Sbf1	1510.6654099268462	1570.8100138394027	1589.1770433509053	954.4313112270564	961.2847649958103	917.1739417840753
BRDN0007695956	Sbf1	1469.776880177546	1649.4582518437073	1607.5490322913784	961.0857127993565	1053.301840260175	940.8175235271664
BRDN0007692931	Saysd1	1832.2481709280987	1679.6246992974134	1869.349874693117	2204.50817802345	2296.511261385103	2350.5660849589726
BRDN0007692930	Saysd1	2185.8786984896137	2103.0323367726432	1958.4540210544105	1479.1784066427288	1624.0034879104371	1581.1645290692168
BRDN0007692929	Saysd1	949.2769474229414	982.5642884921366	1026.9941817724348	1406.9306181434697	1381.2350340214748	1333.8920700060557
BRDN0007692928	Saysd1	1599.0730418172247	1621.4465506366948	1533.142477082463	1076.1117971205456	1096.3736627243456	1282.6643095626916
BRDN0007692927	Saysd1	1590.232278628187	1621.4465506366948	1489.9683030723518	1086.5687138770174	1139.4454851885164	990.0749854919395
BRDN0007692926	Saysd1	1712.8978678760875	1567.5778944693627	1810.5595100836038	1251.9781243884793	1354.80459750937	1422.5555015426473
BRDN0007695955	Sarnp	1642.1717623637844	1950.0453532574202	1794.9433194842018	1013.3702965817153	1022.9557835240547	1133.906774429077
BRDN0007695954	Sarnp	1699.6367230925307	1548.1851782491233	1724.2111620633812	2056.21008584076	1962.7046372877796	2000.8381050090836
BRDN0007695953	Sarnp	1405.6813470570214	1590.2027300596421	1633.2698168080403	1252.9287531845223	1204.0532188847726	1188.0899825903273
BRDN0007695952	Sarnp	957.0126152133495	989.0285272322164	1077.5171513587352	675.8970739864911	585.3852234903203	640.3470055420504
BRDN0007695951	Sarnp	1173.6113133447773	1343.4842848132614	1352.178386018805	595.0936263228459	644.1195268505531	731.9658847965284
BRDN0007695950	Sarnp	2067.633490836232	1897.254070213435	1974.0702116538125	1836.6148339548536	1927.4640552716398	1792.9716155177412
BRDN0007692925	Sap18b	773.5667790408137	700.2925301753166	635.6708173403622	338.423851391267	325.9753836492921	315.2477565745479
BRDN0007692924	Sap18b	1607.9138050062627	1781.9751460153443	1583.6654466687635	1113.1863201662181	1136.508770020505	1157.550356172168
BRDN0007692923	Sap18b	1071.9425366708417	1066.5993921131746	1059.1451624182623	909.7517578130409	794.8709054751506	699.4559598997781
BRDN0007692922	Sap18b	884.0763189037871	962.0941991485505	881.8554691426989	728.1816577688498	817.3857217632399	778.2678990434151
BRDN0007692921	Sap18b	2396.9519196278925	2165.5199779267487	2208.313070644842	2844.2813577603115	2747.7864922028916	2715.0713034982937
BRDN0007692920	Sap18b	1847.719506508915	1654.8451174604406	1729.722758745523	1469.6721186823	1604.4253867903594	1421.570352303352
BRDN0007692919	Sap18	1129.407497399588	1070.9088846065613	931.4598392819757	421.128556646998	390.58311734554815	427.5547698542306
BRDN0007692918	Sap18	644.2706174011348	700.2925301753166	554.8340660022814	167.31066810354773	166.41385952065963	176.34171383388772
BRDN0007692917	Sap18	863.0795063298222	852.202140567193	828.5767012153275	820.3926509850096	851.6473987233757	853.1392412298702
BRDN0007692916	Sap18	945.9616612270521	980.4095422454434	1105.9937342164683	957.283197615185	892.7614110755387	992.0452839705304
BRDN0007692915	Sap18	1031.0540069215417	1063.3672727431347	1039.854574030766	700.6134226836061	680.3390139226967	722.1143924035738
BRDN0007692914	Sap18	1390.2100114762052	1430.7515078043393	1519.3634853771084	673.0451875983625	713.6217858268286	791.0748391542561
BRDN0007696384	Samt1b	1519.506173115884	1547.1078051257766	1578.1538499866217	1285.2501322499804	1393.9607997495252	1310.2484882629647
BRDN0007695949	Samhd1	1614.5443773980412	1711.9458929978125	1690.2229825235063	1091.3218578572319	1090.5002323883225	1060.0205814819174
BRDN0007695948	Samhd1	1011.1622897462064	953.4752141617773	1017.8081873021983	887.8872955040545	937.7910436517171	896.4858077588706
BRDN0007695947	Samhd1	2085.3150172143078	1920.956278927061	2109.104330366288	1510.549156912144	1364.5936480694088	1501.3674406862842
BRDN0007695946	Samhd1	1652.1176209514522	1732.4159823413988	1685.629985288388	1349.8928903808965	1299.9859143731528	1221.585056726373
BRDN0007695945	Samhd1	899.5476544846033	904.9934236111785	835.9254967915167	1169.2734191327484	1336.2054014452963	1219.6147582477822
BRDN0007695944	Samhd1	766.9362066490353	792.9466187831279	846.9486901558005	517.1420650473293	494.34705328195946	527.0548430230723
BRDN0007692913	Safb2	976.9043323886847	1015.9628553158825	936.9714359641176	847.9608860702533	922.128562755655	987.1195377740531
BRDN0007692912	Safb2	1981.4360497431128	1965.1285769842732	2062.2557585680825	2284.3609968910523	2448.241545065704	2390.957203770087
BRDN0007692911	Safb2	1097.3597308393257	966.403691641937	1038.0173751367186	771.9105823868225	804.6599560351895	805.852077743688
BRDN0007692910	Safb2	1399.0507746652431	1395.1981947339002	1482.6195074961627	1319.4727689075241	1449.7583879417464	1348.6693085954878
BRDN0007692909	Safb2	1662.0634795391197	1772.2787879052246	1836.2802946002657	1923.122054394756	2105.624775464346	1949.6103445657195
BRDN0007692908	Safb2	1339.3756231392374	1234.6695993552507	1294.3066208563155	613.1555734476607	568.7438375382543	590.1043943379818
BRDN0007695943	Ruvbl1	1325.0093829570508	1329.478434209755	1514.7704881419902	722.4778849925925	619.6469004504561	790.0896899149607
BRDN0007695942	Ruvbl1	1445.4647814076918	1370.4186128969275	1503.7472947777064	728.1816577688498	604.9633246103979	683.6935720710508
BRDN0007695941	Ruvbl1	1149.299214574923	1093.5337201968407	1052.7149662890968	565.6241336455165	579.511793154297	594.0449912951636
BRDN0007695940	Ruvbl1	1351.5316725241644	1467.382193998125	1306.2484136676228	332.7200786150097	295.6293269131718	354.65372614636635
BRDN0007695939	Ruvbl1	865.2896971270816	844.6605287037665	862.5648807552024	282.3367524247368	272.1356055690787	288.64872711357043
BRDN0007695938	Ruvbl1	1404.5762516583916	1257.2944349455302	1309.9228114557175	920.2086745695126	1024.9135936360624	994.0155824491213
BRDN0007692907	Runx3	1614.5443773980412	1936.039502653914	1894.1520597627555	2057.160714636803	1925.5062451596323	1948.625195326424
BRDN0007692906	Runx3	1867.6112236842503	1894.021950843395	2025.5117806871365	2515.3637943294734	2617.5921197543753	2290.4719813619495
BRDN0007692905	Runx3	1582.496610837779	1663.4641024472137	1551.514466022936	1308.0652233550095	1266.7031424690208	1298.426697391419
BRDN0007692904	Runx3	1454.3055445967298	1504.0128801919109	1485.3753058372336	1073.259910732417	1064.0697958762178	989.089836252644
BRDN0007692903	Runx3	1413.4170148474295	1432.9062540510326	1450.468526850335	1079.9143123047172	1265.724237413017	1249.169235426646
BRDN0007692902	Runx3	929.3852302476062	1018.1176015625758	1018.726786749222	798.5281886760233	842.8372532193408	760.5352127360968
BRDN0007694407	Rtp1	1171.4011225475178	1125.8549138972398	1190.5048833426436	669.2426724141909	548.1868313621728	609.8073791238911
BRDN0007694406	Rtp1	1639.961571566525	1576.1968794561358	1656.2348029836314	1118.8900929424756	1088.5424222763147	1114.2037896431677
BRDN0007694405	Rtp1	1858.7704604952123	1800.290489112237	1674.6067919241043	3067.6791248303894	3111.939173036335	3172.1805505313882
BRDN0007694404	Rtp1	1611.229091202152	1431.828880927686	1647.9674079604185	1287.151389842066	1188.3907379887105	1260.9910262981916
BRDN0007694403	Rtp1	1607.9138050062627	1841.2306677994095	1628.676819572922	1906.0107360659842	1984.240548519865	1963.4024339158561
BRDN0007694402	Rtp1	2402.4773966210414	2414.3931694198227	2311.1962087114903	3148.4825724940347	3265.627266828944	3138.6854763953424
BRDN0007694401	Rrp36	747.0444894737001	828.499931853567	798.2629194635473	436.33861738368415	384.7096870095249	397.01514343607124
BRDN0007694400	Rrp36	1365.897912706351	1293.925121139316	1342.073792101545	1308.0652233550095	1371.445983461436	1304.3375928271919
BRDN0007694399	Rrp36	1667.5889565322684	1647.3035055970142	1633.2698168080403	2073.321404169532	2117.3716361363927	2243.1848178757673
BRDN0007694398	Rrp36	1505.1399329336975	1474.9238058615515	1440.363932933075	1083.7168274888888	1042.5338846441323	915.2036433054843
BRDN0007694397	Rrp36	1294.0667117954183	1302.544106126089	1271.3416346807244	1132.1988960870758	884.9301706275077	1019.6294626708034
BRDN0007694396	Rrp36	1273.0698992214534	1396.2755678572469	1244.7022507170386	780.4662415512084	911.3606071396124	792.0599883935516
BRDN0007695103	Rps3	554.7578901121263	601.1742028274257	534.6248781677613	14.259431940643273	17.62029100806984	11.821790871545545
BRDN0007695102	Rps3	1384.6845344830565	1280.9966436591562	1120.6913253688465	1206.347942178421	1264.745332357013	1165.4315500865318
BRDN0007695101	Rps3	1035.4743885160606	1052.5935415096683	1060.9823613123096	1068.5067667522026	1081.6900868842874	1032.4364027816443
BRDN0007695100	Rps3	685.1591471504349	811.2619618800207	788.1583255462872	286.13926760890837	201.6544415367993	252.1982052596383
BRDN0007695099	Rps3	571.3343210915724	680.8998139550771	696.2983808439227	164.4587817154191	135.08889772853544	143.83178893713747
BRDN0007695098	Rps3	792.3534008175192	753.0838132193021	722.0191653605848	541.8584137444444	567.7649324822505	629.5103639098003
BRDN0007695937	Rps25	1279.7004716132317	1248.6754499587569	1229.0860601176366	1370.80672389384	1316.6273003252188	1314.1890852201466
BRDN0007695936	Rps25	1981.4360497431128	2068.556396825551	1908.8496509151337	3210.2734442368223	3124.664938764385	3025.393313876364
BRDN0007695935	Rps25	1144.8788329804042	1026.7365865493489	942.4830326462595	1301.4108217827093	1243.2094211249278	1248.1840861873507
BRDN0007695934	Rps25	812.2451179928544	699.21515705197	698.13557973797	1090.3712290611888	1045.470599812144	1071.842372353463
BRDN0007695933	Rps25	873.0253649174897	850.0473943204997	772.5421349468852	338.423851391267	395.47764262556757	475.82708257970825
BRDN0007695932	Rps25	886.2865097010465	815.5714543734073	859.8090824141315	614.1062022437036	564.8282173142388	525.0845445444813
BRDN0007695931	Rps10	850.9234569448951	890.9875730076722	792.7513227814054	203.43456235317737	266.2621752330554	217.71798188429713
BRDN0007695930	Rps10	1275.2800900187128	1362.8770010335008	1331.9691981842848	702.514680275692	558.9547869782156	652.1687964135959
BRDN0007695929	Rps10	1295.1718071940481	1310.0857179895156	1269.504435786677	331.7694498189668	260.3887448970321	279.7823839599113
BRDN0007695928	Rps10	1211.1845568981882	1222.8184949984375	1154.6795049087214	263.32417650387913	241.7895488329584	263.0348468918884
BRDN0007695927	Rps10	876.340651113379	860.8211255539662	767.949137711767	163.5081529193762	146.83575840058202	178.31201231247866
BRDN0007695926	Rps10	912.8087992681601	773.5539025628883	861.6462813081787	173.01444087980505	181.0974353607178	144.81693817643293
BRDN0007692901	Rpp38	610.0126600436131	621.6442921710119	567.6944582606125	328.9175634308382	305.41837747321057	379.2824571287529
BRDN0007692900	Rpp38	1574.7609430473708	1352.1032698000345	1264.9114385515588	1156.915244784191	1123.7830042924543	1039.3324474567125
BRDN0007692899	Rpp38	1491.8787881501407	1384.4244635004338	1325.5390020551192	899.2948410565691	825.2169622112709	984.1640900561667
BRDN0007692898	Rpp38	981.3247139832037	862.9758718006594	952.5876265635196	215.79273670173487	185.99196064073723	233.48036971302454
BRDN0007692897	Rpp38	1007.8470035503173	1196.9615400381183	1035.2615767956477	466.75873885705647	445.40180048176546	449.22805311873077
BRDN0007692896	Rpp38	1278.595376214602	1123.7001676505465	1167.5398971670525	605.5505430793177	550.1446414741806	643.3024532599368
BRDN0007694395	Rpn2	1526.1367455076625	1608.5180731565351	1440.363932933075	855.5659164385963	885.9090756835116	884.664016887325
BRDN0007694394	Rpn2	769.1463974462947	798.333484399861	863.483480202226	598.8961415070174	556.0180718102039	583.2083496629136
BRDN0007694393	Rpn2	1458.7259261912486	1582.6611181962157	1602.95603505626	1512.45041450423	1520.2395519740257	1354.5802040312606
BRDN0007694392	Rpn2	1665.378765735009	1760.4276835484116	1694.8159797586245	1609.414551700604	1502.619260965956	1519.1001269936028
BRDN0007694391	Rpn2	1297.3819979913076	1280.9966436591562	1274.0974330217953	600.7973990991032	564.8282173142388	541.8320816125042
BRDN0007694390	Rpn2	1483.0380249611028	1502.9355070685642	1368.7131760652305	737.6879457292787	817.3857217632399	831.4659579653701
BRDN0007695925	Rplp1	640.9553312052457	666.8939633515708	620.9732261879839	120.72985709744638	85.16473987233756	89.64858077588705
BRDN0007695924	Rplp1	1174.716408743407	1199.1162862848114	1051.7963668420732	607.4518006714035	611.815660002425	577.2974542271409
BRDN0007695923	Rplp1	880.7610327078978	1038.587690906162	1046.2847701599312	887.8872955040545	762.5670386270226	862.9907336228249
BRDN0007695922	Rplp1	1436.6240182186539	1590.2027300596421	1498.2356980955644	486.72194357395705	537.4188757461302	529.0251415016631
BRDN0007695921	Rplp1	1519.506173115884	1500.780760821871	1491.805501966399	1348.9422615848537	1296.0702941491372	1372.3128903385789
BRDN0007695920	Rplp1	1333.8501461460887	1354.2580160467278	1181.3188888724071	1668.353537055263	1570.1637098302238	1501.3674406862842
BRDN0007692895	Rpl8	1273.0698992214534	1190.4973012980383	1230.0046595646602	485.77131477791414	444.42289542576157	506.36670899786753
BRDN0007692894	Rpl8	768.041302047665	716.4531270255163	747.7399498772468	114.07545552514618	72.43897414428713	96.5446254509553
BRDN0007692893	Rpl8	955.9075198147198	1077.373123346641	925.0296431528102	504.78389069877187	435.6127499217267	549.7132755268678
BRDN0007692892	Rpl8	716.1018183120675	681.9771870784238	776.2165327349798	427.78295821929817	475.7478572178857	476.81223181900367
BRDN0007692891	Rpl8	769.1463974462947	956.7073335318172	884.6112674837699	663.5388996379336	603.984419554394	644.2876024992322
BRDN0007692890	Rpl8	859.7642201339329	839.2736630870334	672.4147952213079	360.28831370025335	277.0301308490981	330.02499516397984
BRDN0007692889	Rpl3l	2023.4296748910426	2010.3782481648323	1808.7223111895564	3176.050807579278	3123.6860337083813	3314.042040989935
BRDN0007692888	Rpl3l	933.8056118421251	979.3321691220967	836.8440962385404	646.4275813091617	746.9045577309605	683.6935720710508
BRDN0007692887	Rpl3l	1438.8342090159135	1530.947208275577	1369.6317755122543	985.8020614964717	875.1411200674688	924.0699864591435
BRDN0007692886	Rpl3l	1602.388328013114	1500.780760821871	1445.8755296152167	1169.2734191327484	1181.5384025966832	1131.936475950486
BRDN0007692885	Rpl3l	1893.028417852734	1833.689055935983	1881.2916675044244	1905.0601072699412	1887.3289479754808	1869.8132561827872
BRDN0007692884	Rpl3l	2306.3340969402543	2117.03818737615	2153.1971038234233	2132.260389524191	2131.076306920447	2168.3134756893123
BRDN0007692883	Rpl38	1229.9711786748937	1126.9322870205865	1122.5285242628938	898.3442122605262	911.3606071396124	964.4611052702575
BRDN0007692882	Rpl38	934.9107072407548	853.2795136905397	954.4248254575668	284.23801001682256	294.65042185716794	342.8319352748208
BRDN0007692881	Rpl38	803.4043548038165	729.381604505676	778.9723310760508	172.06381208376217	221.23254265687692	219.68828036288807
BRDN0007692880	Rpl38	579.0699888819805	736.9232163691024	697.2169802909464	288.0405252009941	270.1777954570709	262.04969765259295
BRDN0007692879	Rpl38	714.9967229134378	795.1013650298211	784.4839277581926	438.2398749757699	434.6338448657228	495.53006736561747
BRDN0007692878	Rpl38	646.4808081983942	629.1859040344384	739.472554854034	304.20121473372313	232.97940332892347	285.69327939568404
BRDN0007692877	Rpl37rt	1475.3023571706947	1461.9953283813918	1559.7818610461486	1166.4215327446198	1119.867384068439	1169.3721470437135
BRDN0007692876	Rpl37rt	1463.1463077857675	1514.7866114253773	1612.1420295264966	1713.9837192653215	1449.7583879417464	1669.8279606058084
BRDN0007692875	Rpl37rt	734.888440088773	881.2912148975523	885.5298669307934	329.86819222688104	310.31290275323	280.7675331992067
BRDN0007692874	Rpl37rt	911.7037038695304	924.3861398314181	947.0760298813777	407.8197535023976	327.93319376129983	367.4606662572074
BRDN0007692873	Rpl37rt	831.0317397695599	1017.0402284392292	947.9946293284013	309.90498750998046	340.65895948935025	322.1438012496161
BRDN0007692872	Rpl37rt	939.3310888352737	1025.6592134260022	947.0760298813777	139.74243301830407	216.3380173768575	175.35656459459227
BRDN0007692871	Rpl37	718.3120091093269	631.3406502811316	624.6476239760784	275.6823508524366	360.2370606094279	317.2180550531388
BRDN0007692870	Rpl37	800.0890686079273	802.6429768932476	727.5307620427266	301.34932834559453	354.3636302734046	282.73783167779766
BRDN0007692869	Rpl37	798.9839732092976	916.8445279679916	739.472554854034	176.8169560639766	210.46458704083423	143.83178893713747
BRDN0007692868	Rpl37	922.7546578558278	1095.688466443534	1137.2261154152723	664.4895284339765	738.0944122269256	704.3817060962555
BRDN0007692867	Rpl37	930.4903256462359	830.6546781002602	733.0423587248684	104.56916756471733	89.08036009635309	89.64858077588705
BRDN0007692866	Rpl37	1265.3342314310453	1173.259331324492	1297.0624191973864	516.1914362512865	483.5790976659168	524.0993953051859
BRDN0007692865	Rpl31	923.8597532544575	984.7190347388299	951.669027116496	210.08896392547754	145.85685334457813	192.10410166261514
BRDN0007692864	Rpl31	708.3661505216594	693.8282914352368	606.2756350356055	212.9408503136062	205.57006176081484	188.16350470543327
BRDN0007692863	Rpl31	654.2164759888025	623.7990384177051	599.84543890644	218.64462308986353	258.43093478502436	204.91104177345613
BRDN0007692862	Rpl31	506.1336925724181	521.4485916997743	430.82314065408934	165.40941051146197	193.82320108876826	131.02484882629648
BRDN0007692861	Rpl31	860.8693155325626	773.5539025628883	789.9955244403344	157.8043801431189	160.54042918463634	191.11895242331966
BRDN0007692860	Rpl31	888.496700498306	824.1904393601804	832.2510990034222	292.79366918120854	323.0386684812804	315.2477565745479
BRDN0007692859	Rpl30	903.9680360791223	1107.539570800347	1003.11059614982	649.2794676972903	704.8116403227937	696.5005121818917
BRDN0007692858	Rpl30	1048.7355332996174	977.1774228754034	929.6226403879284	275.6823508524366	270.1777954570709	248.25760830245648
BRDN0007692857	Rpl30	1179.136790337926	1175.4140775711853	998.5175989147018	388.8071775815399	504.13610384199825	447.2577546401398
BRDN0007692856	Rpl30	642.0604266038754	701.3699032986633	623.7290245290548	453.44993571245607	461.0642813778275	458.09439627238993
BRDN0007692855	Rpl30	684.0540517518052	535.4544423032806	586.985046648109	275.6823508524366	286.8191814091369	276.8269362420249
BRDN0007692854	Rpl30	794.5635916147786	806.9524693866341	688.9495852677335	192.97764559670563	230.04268816091184	250.22790678104738
BRDN0007695919	Rpl24	491.76745239023154	471.88942802582875	451.9509279356332	37.07452304567251	36.219487072143565	26.59902946097748
BRDN0007695918	Rpl24	566.9139394970534	484.81790550598845	488.69490581657897	233.8546838265497	196.75991625677992	237.42096667020638
BRDN0007695917	Rpl24	896.2323682887142	774.6312756862349	860.7276818611551	512.3889210671149	428.7604145296995	409.82208354691227
BRDN0007695916	Rpl24	542.6018407271993	630.263277157785	549.3224693201396	178.71821365606235	187.949770752745	185.20805698754688
BRDN0007695915	Rpl24	1138.248260588626	1240.0564649719838	1179.4816899783598	682.5514755587914	795.8498105311545	757.5797650182104
BRDN0007695914	Rpl24	751.464871068219	879.1364686508591	710.995971996301	414.4741550746978	419.95026902566457	448.2429038794353
BRDN0007692853	Rpl23	916.1240854640494	948.0883485450441	869.9136763313916	450.5980493243274	481.62128755390904	530.9954399802541
BRDN0007692852	Rpl23	787.9330192230002	745.5422013558756	768.8677371587906	130.23614505787523	172.2872898566829	143.83178893713747
BRDN0007692851	Rpl23	987.955286374982	1015.9628553158825	932.3784387289994	680.6502179667056	739.0733172829295	691.5747659854144
BRDN0007692850	Rpl23	1002.3215265571686	1040.7424371528552	1048.1219690539785	789.0219007155945	809.5544813152088	772.3570036076424
BRDN0007692849	Rpl23	586.8056566723886	497.74638298614815	525.4388836975248	517.1420650473293	499.2415785619789	444.3023069222534
BRDN0007692848	Rpl23	1260.9138498365262	1268.0681661789965	1035.2615767956477	1000.0614934371149	941.7066638757327	976.282896141803
BRDN0007692847	Rpl13a	733.7833446901433	805.8750962632874	785.4025272052162	151.1499785708187	134.10999267253158	185.20805698754688
BRDN0007692846	Rpl13a	948.1718520243116	918.9992742146848	858.8904829671078	220.54588068194928	297.5871370251796	277.8120854813203
BRDN0007692845	Rpl13a	713.8916275148081	677.6676945850372	729.3679609367739	215.79273670173487	255.4942196170127	239.39126514879732
BRDN0007692844	Rpl13a	1023.3183391311335	944.8562291750042	980.1456099742289	414.4741550746978	375.89954150549	384.2082033252303
BRDN0007692843	Rpl13a	733.7833446901433	700.2925301753166	632.9150189992912	146.39683459060427	160.54042918463634	166.4902214409331
BRDN0007692842	Rpl13a	573.5445118888318	528.9902035632008	555.752665449305	281.3861236286939	265.2832701770515	290.61902559216134
BRDN0007695913	Rpl10	692.8948149408432	656.1202321181044	630.1592206582203	287.0898964049512	227.10597299290018	239.39126514879732
BRDN0007695912	Rpl10	802.2992594051867	750.9290669726088	683.4379885855917	479.11691320561397	454.21194598580036	465.9755901867536
BRDN0007695911	Rpl10	835.4521213640787	861.8984986773128	822.146505086162	328.9175634308382	355.34253532940846	349.72797994988906
BRDN0007695910	Rpl10	1632.2259037761169	1623.601296883388	1539.5726732116286	1593.253862167875	1779.649391815054	1724.0111687670587
BRDN0007695909	Rpl10	592.3311336655373	652.8881127480645	603.5198366945345	56.087098966530206	63.62882864025221	81.76738686152336
