sgRNA	Gene	pDNA_CP1704	AR2466_BM	AR2466_SP	AR2467_BM	AR2467_SP	AR2468_BM	AR2468_SP	AR2469_BM	AR2469_SP	AR2473_BM	AR2473_SP	AR2474_BM	AR2474_SP	AR2475_BM	AR2475_SP	AR2476_BM	AR2476_SP	AR2480_BM	AR2480_SP	AR2481_BM	AR2481_SP	AR2482_BM	AR2482_SP	AR2483_BM	AR2483_SP	ahEGFRv3_1to10rep1	ahEGFRv3_1to10rep2	ahEGFRv3_1to10rep3	ahEGFRv3_1to2rep1	ahEGFRv3_1to2rep2	ahEGFRv3_1to2rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3	NoCAR_T_rep1	NoCAR_T_rep2	NoCAR_T_rep3	amCD19_1to2rep1	amCD19_1to2rep2	amCD19_1to2rep3	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	Input2_ACT_rep1	Input2_ACT_rep2	Input2_ACT_rep3
BRDN0007691895	Kcne1	533.7479196	559.0983472	304.3605204	1180.349168	442.2346804	604.4059625	504.6330351	714.5422213	303.8799515	1120.859775	672.0352578	449.3729628	554.2142421	1819.523073	981.5251799	254.996787	350.1667614	1220.800827	674.4309177	2091.305787	705.1027202	159.1023436	382.4450684	263.815357	265.2769412	455.7263423	477.7968148	446.5954551	486.1690653	454.0697563	433.9865812	416.6860564	453.1424435	376.6609656	431.3609931	409.5796661	394.7142997	403.6223399	395.1001139	372.6494205	626.6241308	624.0340179	571.7743104	560.4968276	542.744049	534.4405168
BRDN0007691894	Kcne1	452.6442363	1132.909809	900.7274442	1165.548551	937.3452464	1174.356478	868.8968812	399.4107801	478.882245	514.7969193	391.838147	1188.663966	825.8611243	1662.308882	543.1741287	1036.986934	799.9499292	892.7740118	1230.662602	264.4831166	632.490516	580.1749253	888.6223647	533.014701	1156.283461	544.9114974	522.906726	532.6534028	544.2879479	564.9133371	548.4851685	645.078832	637.5245412	638.4744017	610.0539657	527.6910117	559.4889012	924.1307873	784.9239498	882.6235855	479.8376076	513.2566937	481.2336737	516.5091694	551.9639366	541.347664
BRDN0007695553	Katnb1	441.5644981	296.9373997	453.7330268	265.1777127	362.9208518	149.3069361	416.4672635	260.1666549	223.8401429	250.9813236	407.1614265	398.6373057	521.4528091	1084.315529	571.7622407	205.2117	315.9550664	196.139745	674.4309177	194.5840072	363.0610212	1361.970924	381.0390203	118.4477113	230.8516893	334.1993177	336.9434185	322.4908357	306.2772859	335.4476786	277.0127114	313.8221345	285.4276541	337.7295997	340.0930769	350.5239933	363.9936113	253.5576238	212.9133371	216.2864727	394.7803802	395.1868183	364.200439	379.0131559	379.2447092	401.7657304
BRDN0007695552	Katnb1	596.5331025	648.7145895	343.6690747	1155.681473	477.0846959	536.9307126	716.9269326	1019.902145	405.625471	146.8811155	431.2408657	697.2528875	541.9287047	1468.103115	809.9965077	745.5620344	419.5963779	1526.846463	460.6293639	73.67743963	508.2854297	816.0852968	535.7043053	755.1041597	396.9029044	667.4185787	581.8257937	538.0886416	553.5131674	624.2243759	590.9604509	583.1861333	612.5235788	572.2910796	594.6825272	574.3640434	565.0744809	779.5451075	781.8202568	773.3879932	626.6241308	583.7513546	629.4175453	584.8421982	635.557584	597.4682352
BRDN0007695551	Katnb1	574.6690859	722.2801615	1032.130326	1034.809772	772.7089659	835.5445848	821.3337675	875.772261	1069.006258	1908.028471	781.4872542	2501.99269	945.9863787	543.3137513	1905.874136	1017.558607	1046.475379	1695.93245	947.332088	479.8479402	609.5603462	1001.247507	700.2119266	1126.599254	1763.787907	787.9655467	823.0257272	832.4974101	679.8986739	685.480039	710.0759168	826.3982875	818.7815186	736.7761008	889.6220035	855.3547446	846.2153264	846.5111066	849.4807634	788.9930778	852.3667301	780.9974994	763.336172	911.5681377	910.9248931	887.5684188
BRDN0007695550	Katnb1	482.3379346	866.7361938	692.9536572	1209.950401	754.6830958	568.5148721	857.2961217	1636.729191	964.5475246	412.1227415	1440.388272	1381.459463	954.176737	7782.102497	1429.405602	469.9226503	817.0557767	1039.878821	693.5513819	1248.738144	617.2037361	655.6113813	1095.311427	604.3525271	366.5276821	802.6663964	798.1692455	870.5440818	767.5382588	738.9572051	808.8771172	816.8092778	775.0298344	779.6006033	838.7041134	754.3885943	786.6358095	757.6289623	824.0304811	807.4070776	644.5686935	635.8410055	604.6717121	784.308246	772.9339089	796.6243136
BRDN0007695549	Katnb1	360.7562745	107.0044684	457.1023314	244.2101726	377.3415479	301.4851595	379.3448333	545.9835435	413.7651125	671.6602466	404.9723866	479.8143571	483.2311372	3206.707119	571.7622407	155.426613	472.9263732	676.3439483	298.9745305	1095.715769	462.4250902	942.2699141	759.2659445	740.2981958	360.4526376	302.8375049	253.1678691	276.2913059	267.5313642	315.0291243	289.0165955	271.9791832	303.1366691	317.2906326	270.9216037	298.1358965	299.7594446	396.92574	374.3053711	364.5347765	380.0658388	372.9619005	328.3917628	351.347962	320.5447583	328.0894933
BRDN0007695548	Katnb1	446.2918531	711.5797146	261.6826615	90.03708384	245.1518337	435.0000158	482.5915922	81.83645954	290.3138822	246.7032328	249.5505517	310.2123034	436.8191071	658.9124217	628.9384648	236.7827308	179.108286	87.92471328	253.7807062	598.8653427	192.9955955	618.5789392	279.803561	1371.570657	249.0768226	393.9827733	397.7037071	423.9486267	483.4014995	488.1006802	463.5346037	420.172969	406.265639	405.8594901	393.8931117	356.2390584	405.8854591	622.4794006	604.2890195	569.8976899	406.6237916	405.2574841	413.1098505	385.6528024	429.3394317	453.5693346
BRDN0007691893	Kat6a	352.1879436	1809.713071	743.493227	1260.519174	326.8691116	1629.455505	457.0699215	462.9256442	198.0646112	367.9158039	413.7285463	323.2586152	158.3469263	168.7740589	314.4692324	77.71330651	91.56659566	130.19621	170.3459534	1184.50653	492.9986499	112.468898	125.138276	512.8247502	162.0011855	235.213596	186.8839179	203.8214551	160.5188185	151.6806895	156.9738698	119.4267567	96.8787293	132.3666443	282.4501825	296.2308748	320.2399035	119.3212347	141.2180297	127.6495921	345.6122783	297.6055389	318.4934295	337.5153651	355.2730015	300.4609044
BRDN0007691892	Kat6a	466.974031	1203.800269	707.5539774	948.4728421	478.2864206	492.4257604	378.1847574	504.4545939	766.4829134	618.8971274	385.2710273	101.4713142	698.9105713	1192.978279	390.7041978	229.4971083	285.7682766	1662.115253	427.6031076	43.45079773	340.1308515	1146.634131	811.2897222	985.2695987	731.0303494	346.9400541	330.4991455	338.7965521	329.3403346	351.0046724	313.0243639	327.7697849	339.5964059	291.0119605	342.0145067	364.8116561	351.8915219	261.4717873	272.504242	256.2354893	491.3221278	524.7164169	482.107056	533.9382415	471.7509146	528.9723586
BRDN0007691891	Kat6a	500.9518947	577.8241292	605.3517362	585.8577373	362.9208518	1096.831723	428.0680229	768.2855679	641.6750762	433.5131952	483.777824	1168.369703	264.8215837	1479.662982	171.5286722	852.4178308	553.4244793	1479.502387	427.6031076	663.0969567	592.3627189	2113.59234	715.6784551	1161.595169	376.6527562	457.6864556	478.7174252	437.5367237	471.4087142	503.657674	516.1670189	427.1467942	398.9736916	437.0045829	637.914698	654.3749549	671.2004954	418.8418852	441.6555083	412.2863354	650.3109536	636.1882698	657.6569079	657.6016581	713.6192988	763.5275665
BRDN0007691890	Kat6a	373.9042304	2210.979828	229.1127165	419.3508014	635.712353	156.4851542	287.6988338	80.61501984	109.885161	266.6676563	41.59175862	66.68114933	25.93613448	106.3507768	123.8818188	384.9237213	82.51055873	25.36289806	179.0370735	35.89413726	22.93016976	49.37658938	52.02377768	110.371731	111.375815	177.3902537	202.5342953	192.0451044	218.6377011	187.6562376	228.073799	156.0393391	109.3792105	93.4352783	232.4930074	217.1724741	204.8045895	108.0587712	116.6988553	112.6687109	331.9744107	342.0553743	328.1006353	348.0281388	348.204421	328.0894933
BRDN0007691889	Kat6a	446.2918531	1214.500716	358.2693949	136.9057028	222.3190649	77.52475529	157.7703282	378.6463053	207.5608597	158.2893575	59.10407805	276.8717287	137.8710307	2.31197341	114.3524481	423.7803746	162.0024385	71.01611457	210.3251058	734.8852312	156.6894934	115.2120419	178.5681018	52.49387206	64.80047418	148.9686108	170.3129301	126.8222388	164.2089063	209.0471041	161.5907483	115.068116	108.3375037	138.2063492	155.6358149	173.356975	202.9427296	83.40310795	86.28266431	67.10186382	352.0723209	331.9847085	311.7974982	257.009651	251.702931	241.750153
BRDN0007691888	Kat6a	379.6656943	193.9455989	286.3908956	603.1251233	467.4708985	948.9604305	526.674478	550.8693023	714.9318502	82.70975435	302.08751	43.48770608	330.3444497	240.4452346	181.0580429	384.9237213	137.8530067	50.72579612	123.413905	66.12077916	135.6701711	178.3043506	153.259237	1101.025317	313.8772968	406.7235098	506.3357382	438.4425969	426.2051389	435.5958262	363.8100276	575.3405799	580.230669	554.7719649	392.9323968	416.2472421	419.8494084	1119.549748	1127.882022	1105.152092	373.9646875	352.8205689	367.6939684	377.6298962	336.5258967	368.6689833
BRDN0007694077	Josd2	541.1344117	331.7138519	371.7466135	193.6413995	632.107179	166.5346595	313.2205046	1154.260511	640.3184692	762.9261824	1446.955392	373.9942723	360.3757633	298.2445698	228.7048963	186.9976438	251.5565815	199.5214648	318.0949947	1607.679516	529.304752	122.0699015	388.0692605	827.7879825	1547.111321	301.8574482	396.7830967	358.7257611	293.3619787	285.8597609	335.1853808	336.4870664	310.4286165	287.1188239	338.1716471	308.6135159	321.1708335	264.5156964	229.9836484	229.0826421	445.0251559	463.5978931	448.9185268	397.5488358	380.7813571	396.8731678
BRDN0007694076	Josd2	465.6444624	695.5290444	424.5323864	273.8114057	385.7536206	852.7723082	489.5520479	302.9170443	374.4235117	316.5787149	704.8708567	1258.244296	954.176737	2103.895803	1696.227981	709.1339219	534.3061791	671.2713687	655.3104536	3617.751203	1362.434253	973.8160684	756.4538485	185.7475473	520.4288083	395.9428866	420.7189679	418.5133879	442.8105339	434.6235141	445.0670896	394.0211244	406.265639	342.5960204	420.7931291	381.9568514	428.227778	350.9627134	347.6136116	368.5920985	475.1720213	388.2415315	427.3750955	424.6607258	399.5284619	437.16486
BRDN0007694075	Josd2	510.7020642	2636.322589	619.9520564	736.330672	635.712353	1505.990154	713.4467048	560.6408198	443.6104649	1269.16692	691.7366171	630.5717382	382.2167187	282.060756	590.8209821	1634.407978	558.4556109	1460.902928	883.0177995	1949.618403	622.9362786	1493.641829	659.4365333	294.7732816	518.4037934	617.4356895	720.8379691	660.3815147	664.2158009	589.2211399	602.9643351	718.3039967	663.5672104	612.1957297	686.9111582	674.3776828	694.4737442	488.2430115	468.6576371	487.1907415	605.0906555	591.39117	573.5210751	581.7990269	607.5905916	609.2679451
BRDN0007694074	Josd2	449.9850991	341.0767429	377.3621213	1396.191492	711.4210075	565.6435849	634.5615407	757.2926106	784.1188034	407.8446508	345.8683086	329.056976	540.563645	337.5481178	1181.641964	112.9271485	381.3597775	140.3413693	660.5251256	1237.403153	345.8633939	1364.714068	673.4970138	713.3782614	1111.733135	496.8887216	490.6853608	525.4064177	533.2176846	492.9622408	513.3968918	582.3144051	564.6050675	573.2643637	546.6467818	505.7832621	566.0054109	469.3707754	468.9680064	478.1397924	500.6533004	479.9193171	490.549752	538.3646725	562.4131425	573.0054221
BRDN0007694073	Josd2	508.7815763	679.4783741	453.7330268	414.4172626	426.6122596	1148.514893	488.3919719	326.1243985	763.7696995	295.1882612	1155.813082	555.1930476	787.6394524	543.3137513	333.5279738	326.6387414	753.6635182	201.2123246	413.6973155	1932.615917	808.2884841	508.853185	510.3954405	967.7716414	749.2554827	389.0824901	391.2594341	443.8778357	426.2051389	414.2049597	464.4579794	407.9687748	444.8087894	383.4739547	457.3002955	469.5878497	516.6661234	396.92574	455.932496	421.0251827	535.1068608	560.1373795	476.5756345	474.4580747	489.8833602	471.4127983
BRDN0007694072	Josd2	581.7601183	856.0357469	970.3597404	1694.670592	748.6744725	506.7821966	765.6501222	2301.192385	1703.8983	1719.792478	960.9885282	1278.538559	843.6069005	92.47893639	1562.816791	2010.831806	1022.325947	331.4085347	1567.878061	4484.877992	1098.737301	694.0153952	1120.620292	446.8709109	680.4049789	768.3644137	825.7875585	784.486134	712.186942	735.0679567	762.708332	769.7359577	796.9056765	737.7493849	702.2825967	702.0004975	730.7800124	753.6718806	788.3380121	750.6045697	703.4268593	734.1168135	712.3888684	724.5514272	768.6312947	750.2888677
BRDN0007691887	Jak2	334.3126327	101.6542449	144.8801001	82.63677558	75.70865452	348.8613988	119.4878221	155.1228412	276.747813	45.63296792	39.4027187	59.43319831	118.7601947	11.55986705	38.11748271	179.7120213	114.7098012	603.6369739	158.1783853	230.4781445	124.2050862	48.00501746	71.70845032	126.5236916	85.05062236	282.2563152	253.1678691	262.7032089	324.7277249	316.9737485	317.6412424	855.1653165	848.9910149	812.6922644	237.2965819	231.4601369	206.6664494	2805.26658	2799.220681	2901.609432	306.4931316	348.3061324	335.3788216	261.436082	289.1971405	272.2567199
BRDN0007691886	Jak2	539.6571133	906.8628694	568.289385	657.3940505	406.1829401	361.7821913	280.7383782	918.5226503	420.5481472	37.07678643	37.21367877	513.1549318	140.6011501	1121.307104	47.64685339	456.5656758	195.2079072	485.2767829	290.2834105	493.072096	166.2437308	1637.656881	210.9072068	200.5535112	131.6259632	664.4784087	674.8074475	692.0870744	494.4717629	569.7748976	567.8760583	1536.856731	1577.144045	1552.388218	495.7288918	470.5403606	458.0175364	5202.953738	4848.899513	5183.697005	489.5276715	512.9094293	459.9813699	463.1153452	446.5498885	496.1634092
BRDN0007691885	Jak2	559.7483718	826.6095181	505.3956981	310.812947	394.1656934	501.0396221	423.4277191	190.5445924	358.1442286	342.2472594	251.7395917	366.7463213	221.139673	1100.499343	123.8818188	700.634029	278.7246923	106.5241719	281.5922904	5.667495356	51.59288197	175.5612067	153.259237	436.1029371	76.95056309	573.3331403	644.4273032	594.2527759	559.0482991	572.691834	548.4851685	1379.945664	1380.261466	1408.342164	437.1252825	433.3924374	412.4019688	4721.711717	4577.326379	4659.678264	409.8538129	455.6108133	398.2623506	414.9779079	423.5001696	410.6874623
BRDN0007691884	Jak2	554.873287	1055.331569	755.8473441	1302.454254	946.9590438	816.8812178	694.8854897	855.0077862	632.1788277	704.4589423	205.7697532	1095.890193	550.119063	1271.585375	867.1727318	262.2824095	363.2477037	344.9354136	516.2525324	2913.092613	512.1071247	385.4117116	395.0995008	1930.159296	1300.059513	974.1763102	1042.13101	1000.08394	1261.0875	1204.694707	1205.005294	2424.275989	2507.388187	2443.916498	902.1112973	866.7848748	871.3504351	7222.587392	6983.619531	6929.593871	704.1446418	768.8432475	797.689211	910.184878	865.1327848	840.0817816
BRDN0007691883	Jak2	346.7219395	938.9642099	733.3853131	152.9397041	563.6088725	803.9604252	577.7178195	183.2159542	577.9145506	221.0346884	131.3423957	966.8766652	562.4046003	3960.410451	809.9965077	381.2809101	436.7022255	443.0052861	391.1004033	385.3896842	428.0298356	249.6260908	582.1038908	484.5588191	364.5026673	397.9029999	382.9739402	429.3838655	562.7383868	560.0517765	541.0981629	1317.181237	1238.589346	1308.093896	386.2073924	388.6244274	409.6091789	4567.99431	4413.45139	4600.378943	324.078803	362.5439704	347.6061744	418.8510351	386.0059601	402.0535282
BRDN0007691882	Jak2	532.1228914	1001.829335	1361.19908	918.8716091	889.2762594	722.1287391	1232.000651	318.7957603	523.6502736	526.2051613	698.3037369	421.830749	395.8673158	920.165417	142.9405602	401.9235071	540.3435371	422.7149677	460.6293639	432.6188122	332.4874616	685.7859637	320.5789544	559.9346353	419.1780674	892.8316082	878.2623532	923.0847235	1192.820876	1239.697943	1244.71045	2585.545697	2846.984593	2757.313994	761.8469209	734.3858664	746.6058216	8636.178754	8903.253628	8746.649923	567.0481825	528.8835889	561.5848497	644.0457131	592.2241123	645.530468
BRDN0007696962	Jak1	450.8714782	164.5193701	436.8865035	275.0447904	486.6984933	882.9208241	417.6273394	199.0946702	400.1990433	79.85769386	247.3615118	73.92910034	66.88792577	624.2328206	66.70559475	123.8555823	193.1954546	684.7982477	491.9173962	491.1829309	200.6389854	336.0351222	329.0152426	1113.139287	188.3263781	705.6407881	617.7296006	689.369455	919.7543798	830.3545437	958.4639814	1901.239098	1834.445616	1771.377151	570.6646545	568.6489783	571.5909906	7255.157219	7353.890101	7216.727428	550.5391848	517.0766014	547.0284772	588.1620215	551.0419478	568.6884551
BRDN0007696961	Jak1	538.9184641	385.2160861	434.6403004	267.6444821	564.8105972	867.1287443	583.5181992	555.755061	461.246355	192.5140834	407.1614265	220.3377108	253.901106	159.5261653	152.4699309	220.9972154	189.1705493	265.4649997	189.4664176	1917.502596	330.5766141	244.1398031	248.870504	269.1993439	159.9761706	905.5723447	855.2470924	889.5674176	1102.413725	1088.017253	1084.966453	2355.409465	2440.718954	2422.504247	654.2468514	598.1768147	624.6539978	6735.866335	6608.693422	6771.046212	571.3548776	618.4777885	637.2779865	642.1091495	651.846052	666.8275053
BRDN0007696960	Jak1	425.757405	330.3762961	359.3924964	390.9829531	260.7742544	699.1584412	812.05316	254.0594565	474.8124242	2124.785069	728.9502959	645.0676402	206.1240161	164.1501121	181.0580429	814.775448	245.5192235	285.7553182	258.9953782	402.3921703	108.9183064	197.5063575	258.7128404	288.043298	285.5270894	727.2020344	712.5524752	721.9808878	794.2913952	881.8870856	864.2796595	1660.642128	1647.980105	1553.361502	625.4254042	537.2161202	570.6600606	4479.720948	4421.520992	4517.047791	503.5244304	527.4945316	505.3972519	576.819292	584.8482023	575.5956023
BRDN0007696959	Jak1	593.283046	46.81445491	234.7282242	235.5764796	287.2121973	729.3069572	437.3486304	444.6040488	556.2088398	248.1292631	164.1779946	407.334847	212.9493147	53.17538842	304.9398617	710.3481923	231.432055	289.1370379	481.4880521	0	108.9183064	72.69331215	208.0951107	197.8615178	137.7010076	431.224926	450.1785018	490.0773655	593.181611	607.69507	677.7577672	1441.838362	1310.467113	1362.597809	357.3859452	364.8116561	378.8884905	4502.550266	4731.890288	4538.270706	536.9013171	484.7810178	545.2817125	478.3312019	503.7131916	477.1687543
BRDN0007696958	Jak1	606.1355423	1211.825604	747.9856332	476.0864981	797.9451841	1254.752521	895.5786278	2643.195499	1161.255529	1414.622006	801.1886135	1049.503307	540.563645	312.1164103	76.23496543	658.1345645	629.8976801	1991.832928	1420.12902	1282.743116	846.5054338	953.2424895	1048.911842	3950.500372	731.0303494	1178.028093	1117.621066	1189.411425	1139.314603	1283.451988	1370.289546	2451.299562	2469.886744	2570.443437	1033.729239	1113.485185	1032.401317	5770.642775	5892.671456	5794.480017	865.6457065	894.5529384	822.1439168	969.6650449	1046.76457	974.7711526
BRDN0007696957	Jak1	452.7919661	65.54023687	159.4804203	251.6104809	346.0967064	175.1485212	221.5745051	333.4530366	526.3634874	225.3127791	155.4218349	450.822553	215.6794341	6.935920229	285.8811204	82.57038817	170.0522491	1126.112674	432.8177797	202.1406677	366.8827162	585.661213	274.1793689	57.87785894	178.201304	393.0027167	404.1479801	465.6187909	417.9024414	435.5958262	429.3697026	870.8564232	993.7882554	942.1390562	354.5038005	405.7696227	385.4050002	2424.777949	2346.702248	2428.775368	444.6662646	394.4922896	476.284507	388.1426699	409.055679	422.4871721
BRDN0007695547	Itpk1	523.2591008	365.1527483	162.849725	505.6877312	112.9621194	166.5346595	175.1714674	161.2300397	177.7155074	39.92884693	562.5832614	40.58852568	92.82406025	18.49578728	0	240.425542	92.57282199	875.8654131	220.7544499	194.5840072	30.57355968	292.1448205	149.0410928	306.8872521	103.2757557	616.4556329	675.7280579	609.6526192	537.8302943	562.9687129	564.1825555	608.4662497	569.8136014	558.6651015	607.171821	573.4115325	570.6600606	706.7956812	707.0212565	687.8721295	535.1068608	534.7870827	563.6227418	595.9082758	650.6167337	597.1804374
BRDN0007695546	Itpk1	384.3930492	268.8487268	222.3741072	114.704778	155.0224831	252.6732765	117.1676702	64.73630381	92.24927099	44.20693767	396.2162269	281.2204993	251.1709866	57.79933524	123.8818188	60.71352071	98.61017995	235.029522	140.7961452	1224.178997	290.448817	104.2394665	184.192294	41.72589831	107.3257854	363.6010172	323.134262	355.1022685	291.5169348	309.1952516	335.1853808	339.1022509	335.4295789	303.6646545	373.7180987	391.4819599	376.0957006	203.9419063	210.1200135	212.2291507	455.7918935	428.5241948	414.8566152	470.5849476	468.3702892	495.5878136
BRDN0007695545	Itpk1	444.0759054	260.8233916	277.4060832	192.4080148	179.0569766	101.9306968	183.291999	684.006229	229.2665706	34.22472594	61.29311797	240.6319737	167.9023443	2966.261885	571.7622407	38.85665326	131.8156487	914.7551901	257.2571542	79.34493499	93.63152653	1021.821086	126.5443241	193.8235276	117.4508595	317.5383546	346.1495228	326.1143282	288.749369	332.5307423	298.2503526	200.4974748	242.7176766	300.744802	347.7787962	321.9486678	347.2368721	210.0297244	212.2925985	249.0571504	435.335092	413.2445639	383.9971056	406.4016978	393.3818702	378.7419063
BRDN0007695544	Itpk1	476.8719304	480.1825518	331.3149577	299.7124846	139.4000623	104.801984	390.9455927	221.0805847	259.1119229	47.05899817	89.75063703	133.3622987	176.0927025	34.67960114	381.1748271	195.4975367	164.0148911	617.1638528	231.183794	383.5005191	168.1545783	174.1896348	409.1599812	52.49387206	44.550326	353.8004507	313.0075473	348.7611566	348.7132954	287.8043852	307.4841096	261.5184454	248.9679172	234.5614799	348.7395111	365.7641669	382.6122103	217.0307152	190.5667478	201.9297948	437.8473308	414.9808856	407.2873015	406.6783498	433.9493755	434.286882
BRDN0007695543	Itpk1	459.1443493	214.0089367	215.6354979	46.86861899	392.9639687	462.2772445	84.68554382	61.07198473	538.5729498	96.97005683	166.3670345	840.7623176	477.7708984	71.6711757	552.7034994	342.4242568	246.5254499	30.43547767	253.7807062	96.34742106	523.5722096	1138.4047	463.995855	366.1111077	228.8266745	209.7321231	232.9144396	195.6685969	208.4899597	238.2164674	204.0660307	194.3953778	205.216233	209.256092	198.8679857	226.6975826	184.3241305	245.0346785	257.2961465	242.8151165	335.2044319	337.1936736	299.5701453	235.4307998	233.2631558	247.506109
BRDN0007695542	Itpk1	440.9735788	101.6542449	187.5579591	98.67077681	130.9879896	176.5841648	146.1695688	770.7284473	397.4858294	767.2042731	304.2765499	39.13893547	189.7432996	226.5733941	533.644758	81.35611776	334.0671402	182.612866	97.34054483	30.2266419	97.45322149	43.89030167	563.8252662	30.95792455	172.1262595	496.8887216	500.8120756	455.6541864	403.1420902	380.1740358	373.0437847	394.8928526	393.7651578	442.8442878	414.0681247	417.1997529	385.4050002	320.8280138	326.8188688	337.3819292	481.2731726	450.7491126	475.1199972	409.7215211	409.3630086	368.9567811
BRDN0007691881	Itgal	552.06642	1215.838272	761.4628518	858.4357583	1177.690181	1455.742627	988.3847033	703.5492641	761.0564857	473.4420422	774.9201344	1410.451267	1022.429722	862.3660818	543.1741287	1117.128781	1056.537642	1738.203947	1164.61009	840.6784779	2103.843076	1042.394665	994.0759681	1176.401133	779.630705	864.4099654	959.2760713	823.4386788	870.8607167	881.8870856	924.2990803	919.6731997	889.6175788	820.4785376	849.2719774	843.9246143	872.2813651	934.1756872	914.6583156	909.1522293	584.9927453	600.4200429	638.4424963	738.3840242	751.7281675	788.2781774
BRDN0007691880	Itgal	525.1795888	869.4113055	678.353337	938.6057644	844.8124464	814.0099305	629.9212369	1462.063314	804.4679073	507.6667681	1017.903566	2329.491456	858.6225573	765.2631986	485.9979046	847.5607492	823.0931347	1523.464744	830.871079	802.8951755	617.2037361	604.86322	631.3155724	878.9358579	504.2286897	530.2106477	556.969312	612.3702386	690.9689373	682.5631026	693.4551542	835.115569	743.7786314	799.0662863	633.1111234	732.4808447	684.2335148	936.9152053	951.2818925	970.0120593	564.1770525	543.1214269	581.3815162	644.322365	609.7418987	661.6471449
BRDN0007691879	Itgal	490.315346	529.6721184	485.1798702	448.9520345	588.8450907	363.217835	613.6801737	682.7847893	500.5879558	849.9140275	494.7230236	734.9422328	363.1058827	1137.490918	838.5846197	1106.200347	1061.568774	1016.206782	750.9127744	2678.836138	760.5172971	1453.866243	715.6784551	393.0310421	554.8540602	518.4499679	579.9845729	561.6413431	699.2716348	606.7227579	639.8993633	635.4898223	642.7330751	709.5241446	683.0682986	641.9923138	656.3056162	700.7078631	741.7826176	647.6110113	543.3613597	559.7901151	565.6606339	588.7153254	570.7110413	556.3131497
BRDN0007691878	Itgal	437.4280625	787.8203984	398.7010507	197.3415536	181.4604259	321.5841701	433.8684026	276.045371	264.5383506	243.8511723	1179.892521	398.6373057	361.740823	226.5733941	266.822379	216.1401337	154.9588542	194.4488851	213.8015538	26.44831166	225.4800027	1079.427107	389.4753086	226.1274489	263.2519264	325.3788078	372.8472254	298.9381342	294.2845007	310.1675637	276.0893357	338.2305227	320.8456841	320.210485	364.1109496	383.8618731	350.029662	371.0525131	358.7869063	385.4455898	418.1083118	392.7559679	418.0590172	346.3682271	407.2117015	381.9076822
BRDN0007691877	Itgal	538.3275447	712.9172705	396.4548476	397.1498767	641.7209764	320.1485265	511.5934908	337.1173557	596.9070476	561.8559175	1028.848766	213.0897598	834.0514826	816.1266136	876.7021024	626.5635338	448.7769414	585.0375153	615.3313012	840.6784779	265.6077998	1089.02811	438.6869902	707.9942745	338.1774746	639.9769925	637.0624197	708.3927908	629.1599669	570.7472098	561.4124284	645.9505602	636.4828345	599.5430358	616.77897	662.9475526	650.7200365	643.7867639	706.0901486	690.9931465	571.7137688	568.1244593	587.2040652	581.245723	612.507865	586.5319188
BRDN0007691876	Itgal	391.9272712	722.2801615	751.3549379	895.4372996	957.7745659	1320.792127	924.5805264	163.6729191	599.6202615	430.6611347	580.0955808	713.1983797	1067.476693	698.2159697	543.1741287	1710.907014	994.1516101	522.4757001	863.8973353	1558.561223	1115.934928	658.3545251	857.6893077	1973.231191	3369.624657	580.1935368	580.9051833	587.0057908	580.2663038	621.3074396	610.3513407	536.9845412	579.1889623	607.329309	660.0111408	640.0872921	714.9542032	585.952492	636.8777956	681.6300957	582.1216152	522.9800952	582.8371535	614.7206076	636.1722431	676.037035
BRDN0007691875	Irf3	578.0668723	494.8956662	580.6435021	574.7572749	455.4536518	812.5742869	640.3619204	285.8168885	586.0541922	272.3717773	715.8160563	1314.778314	642.9431232	2892.278735	1419.876231	2046.045648	615.8105115	405.806369	1171.562986	1176.949869	1073.896284	1468.953534	649.594197	1028.341494	710.7802012	418.4841896	439.1311766	442.9719625	543.365426	493.9345529	558.6423013	452.4269106	465.6429247	428.2450255	447.6931465	484.8280234	517.5970534	332.0904773	373.3742632	398.2417592	520.3923194	544.5104842	519.9536244	508.4862632	515.6990454	514.2946707
BRDN0007691874	Irf3	475.0991723	1249.277168	856.9264837	1465.261036	1219.750545	1761.534717	1095.11169	382.3106244	975.4003801	1294.835465	1337.503396	416.0323882	1168.491111	2998.629512	2001.167843	4393.230359	1284.951018	703.3977062	1623.50123	664.9861218	953.5128926	334.6635503	1096.717475	537.0526911	461.7033785	469.4471354	468.5907104	431.1956118	577.498738	542.5501585	550.3319199	539.5997257	528.1453307	503.187905	521.6681943	485.7805342	498.9784543	512.5942839	581.3216916	547.7384698	513.2144943	477.4884667	519.9536244	460.9021297	526.7629105	479.7589346
BRDN0007691873	Irf3	476.281011	230.059607	162.849725	141.8392417	180.2587012	176.5841648	168.2110117	265.0524137	154.6531896	390.7322878	105.0739165	849.4598588	410.8829726	67.04722888	114.3524481	237.9970012	370.291288	563.056337	192.9428656	51.00745821	47.77118701	1300.250187	167.3197174	134.599672	89.100652	532.170761	487.0029191	500.04197	506.4645482	412.2603355	479.2319907	402.7384059	438.5585488	424.3518889	433.2824229	453.3951653	447.7773069	301.6513868	314.4040969	309.2927769	412.724943	382.685302	376.1366645	348.8580946	340.5211814	378.1663107
