sgRNA	Gene	ahEGFRv3_1to10rep1	ahEGFRv3_1to10rep2	ahEGFRv3_1to10rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3
BRDN0007696213	Unc50	809.1031526767932	912.6204510422976	879.5939067015141	786.6605587354843	760.8511427407551	811.101307827294
BRDN0007696212	Unc50	357.7525507979651	333.62532960526073	370.102354185883	317.9726090215859	337.5452324008841	273.1154340206263
BRDN0007696211	Unc50	317.19339532959117	368.53960828488107	354.7214771288073	329.00056077956003	388.12204246746614	307.1260352382892
BRDN0007696210	Unc50	725.9048850493595	661.4316127639181	683.4877242237994	712.2218843691593	668.4934895756924	669.9057815600269
BRDN0007696209	Unc50	320.31333036561995	300.65073307450825	316.2692844861182	342.7855004770276	333.1472489168335	397.8209718187236
BRDN0007696208	Unc50	284.9540666239606	284.16343480913196	301.84971224510974	237.10096279644267	213.30219897645446	243.2273299202559
BRDN0007693483	Uggt2	777.9038023165056	766.174448802779	720.0173072343541	826.1773858682247	852.1093000348052	913.1331114802827
BRDN0007693482	Uggt2	303.67367684013317	323.9269188609218	291.2753592683702	326.24357284006646	297.9633810444287	304.0341624003199
BRDN0007693481	Uggt2	528.3089994342043	536.3221141619454	546.0211355261858	390.57329142824864	437.59935666303545	393.69847470143117
BRDN0007693480	Uggt2	689.5056429623572	714.7728718577825	699.8299060969424	762.7666632598738	841.1143413246787	754.4169724645225
BRDN0007693479	Uggt2	367.11235590605145	378.23801902922	331.65016154319386	354.73244821483286	418.9079268558204	345.2591335732446
BRDN0007693478	Uggt2	327.5931787830204	315.1983491910167	355.68278194487453	469.60694569372953	479.3801997615162	430.8009487570634
BRDN0007693477	Uggt1	133.117228203894	141.59679686734904	142.27311277794982	120.38847335788368	155.02891781278393	144.28739910523655
BRDN0007693476	Uggt1	336.95298389110667	291.92216340460317	320.1145037503871	318.8916050014171	344.14220762696004	315.37102947287417
BRDN0007693475	Uggt1	223.5953442487282	250.21899720394558	227.82924140793315	227.91100299813095	188.01379394316348	211.27797726123922
BRDN0007693474	Uggt1	396.2317495756532	363.6904029127116	401.8254131161015	342.7855004770276	377.1270837573396	353.50412780782955
BRDN0007693473	Uggt1	436.79090504402717	401.5142048156336	403.748022748236	601.9423667894184	506.86759653683254	522.5265096168209
BRDN0007693472	Uggt1	454.47053691485684	459.70466928166746	548.9050499743875	521.0707205642752	505.7681006658199	496.76090263374294
BRDN0007694659	Ufsp2	305.75363353081906	345.26342249846755	279.7397014755635	254.561886413235	257.28203381696056	306.0954109589661
BRDN0007694658	Ufsp2	267.27443475313095	282.2237526602642	274.93317739522735	183.79919596623463	261.68001730101116	214.36985009920858
BRDN0007694657	Ufsp2	838.222546346395	891.2839474047519	829.6060562660182	719.5738522078086	790.5375312580967	821.4075506205252
BRDN0007694656	Ufsp2	638.546704040554	695.3760503691045	636.3837882365053	638.7022059826654	620.1156712511357	614.2520704765784
BRDN0007694655	Ufsp2	288.07400165998934	232.7618578641354	226.86793659186594	233.424978877118	215.50119071847976	225.70671717176288
BRDN0007694654	Ufsp2	235.03510604750034	261.85709009715237	262.4362147863534	205.8550994821828	210.0037113634165	254.5641969928102
BRDN0007693471	Ufc1	339.03294058179256	365.6300850615794	350.8762578645384	204.01710752252046	244.0880833648087	224.67609289243975
BRDN0007693470	Ufc1	355.6725941072793	371.44913150818275	358.56669639307626	387.81630348875507	322.152290206707	423.5865788018016
