sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	AR2466_BM	AR2467_BM	AR2468_BM	AR2469_BM
BRDN0007693347	Tmem185b	753.358219810344	720.9014724038663	717.721429134639	143.45580630934214	1075.1233315420363	278.8258180389752	714.9256248505991
BRDN0007693346	Tmem185b	813.2955167292783	912.8267168602399	963.6934889787556	1212.201563313941	695.8672271870503	1267.7547985657002	486.2171903604785
BRDN0007696117	Tmem167	1085.6934758974428	1157.6968563390612	1027.1050052275673	1692.7785144502373	3354.046172889408	848.5131009387519	628.5246607098869
BRDN0007696116	Tmem167	823.0414186673164	827.7367070027343	813.4445460197878	464.43817292649516	130.36928587202644	124.36835049220477	743.7259462308365
BRDN0007696115	Tmem167	575.9828045380509	483.5948893568231	509.7155000382186	598.9279913415035	330.1559837018852	34.10099932850776	98.2599200031629
BRDN0007696114	Tmem167	636.8946916507889	608.3935704811645	619.9788372097191	570.236830079635	306.4524771796985	48.142587287305076	149.08401655652304
BRDN0007696113	Tmem167	652.000839654748	701.0471367704483	698.3344687528368	432.1606165068932	84.65538043638081	920.7269818697096	89.78923724426956
BRDN0007696112	Tmem167	595.9619035110289	565.8485655524117	531.9297254757004	161.3877820980099	387.7216423986241	170.5049966425388	271.0618482845873
BRDN0007696111	Tmem161b	871.7709283575068	910.9358277522953	872.4132171811032	839.2164669096514	1076.816439150764	768.2754554599102	504.85269243004393
BRDN0007696110	Tmem161b	335.25902666851016	337.5237057681053	358.6587670633424	120.14423778407404	125.2899630458436	298.8852294086857	160.94297241897374
BRDN0007696109	Tmem161b	575.0082143442471	593.7391798945941	596.9568217563288	200.838128833079	352.16638261534416	78.23170434187074	240.56739035257127
BRDN0007696108	Tmem161b	645.1787082981214	563.4849541674811	581.2049164461146	450.09259229556096	535.0220043579267	2377.040247310688	975.8226538245144
BRDN0007696107	Tmem161b	412.25165197901106	417.41377057876326	491.9441196882331	281.53201988208394	213.33155869967965	92.27329230066806	142.30747034940836
BRDN0007696106	Tmem161b	597.4237888017346	554.0305086277582	562.2218510722664	489.54293903063	990.4679511056555	78.23170434187074	333.74490070039815
BRDN0007694623	Tmem161a	753.845514907246	730.8286402205753	752.0525048107472	961.1539022725923	160.84522282912354	555.6456949409794	440.4755034624544
BRDN0007694622	Tmem161a	764.0787119421859	725.6286951737277	846.5639366720334	611.4803743935709	225.18331196077295	1352.0043263184841	877.5627338213515
BRDN0007694621	Tmem161a	816.2192873106898	895.8087148887388	932.1896783583269	1301.8614422572798	1139.4614206736858	1428.2300895233839	2077.0114124806505
BRDN0007694620	Tmem161a	652.000839654748	727.9923065586585	680.9669834108055	787.213737122515	365.7112434851651	1029.0478032661458	731.8669903683858
